UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
140960,42,"R",61,"R",1,"R",0,"R",6,"R",30,"R",17,"R",7
140960,45,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
140960,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
140988, 0,"R",91,"R",11,"R",18,"R",52,"R",9,"R",0,"R",1
140988,10,"R",90,"R",11,"R",18,"R",52,"R",9,"R",0,"R",0
140988,20,"R",10,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0
140988,30,"R",75,"R",2,"R",13,"R",52,"R",8,"R",0,"R",0
140988,40,"R",5,"R",4,"R",0,"R",0,"R",1,"R",0,"R",0
140988,42,"R",4,"R",3,"R",0,"R",0,"R",1,"R",0,"R",0
140988,43,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0
140988,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
141006, 0,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
141006,10,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
141006,40,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
141006,42,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
141060, 0,"R",177,"R",19,"R",64,"R",42,"R",17,"R",35,"R",0
141060,10,"R",177,"R",19,"R",64,"R",42,"R",17,"R",35,"R",0
141060,20,"R",82,"R",19,"R",63,"R",0,"R",0,"R",0,"R",0
141060,30,"R",43,"R",0,"R",1,"R",42,"R",0,"R",0,"R",0
141060,40,"R",52,"R",0,"R",0,"R",0,"R",17,"R",35,"R",0
141060,41,"R",29,"R",0,"R",0,"R",0,"R",10,"R",19,"R",0
141060,42,"R",23,"R",0,"R",0,"R",0,"R",7,"R",16,"R",0
141060,44,"R",29,"R",0,"R",0,"R",0,"R",10,"R",19,"R",0
141167, 0,"R",55,"R",5,"R",15,"R",26,"R",9,"R",0,"R",0
141167,10,"R",55,"R",5,"R",15,"R",26,"R",9,"R",0,"R",0
141167,40,"R",55,"R",5,"R",15,"R",26,"R",9,"R",0,"R",0
141167,43,"R",55,"R",5,"R",15,"R",26,"R",9,"R",0,"R",0
141185, 0,"R",47,"R",13,"R",9,"R",25,"R",0,"R",0,"R",0
141185,10,"R",47,"R",13,"R",9,"R",25,"R",0,"R",0,"R",0
141185,20,"R",13,"R",9,"R",4,"R",0,"R",0,"R",0,"R",0
141185,30,"R",15,"R",3,"R",5,"R",7,"R",0,"R",0,"R",0
141185,40,"R",19,"R",1,"R",0,"R",18,"R",0,"R",0,"R",0
141185,42,"R",19,"R",1,"R",0,"R",18,"R",0,"R",0,"R",0
141237, 0,"R",54,"R",9,"R",20,"R",20,"R",4,"R",0,"R",1
141237,10,"R",54,"R",9,"R",20,"R",20,"R",4,"R",0,"R",1
141237,40,"R",54,"R",9,"R",20,"R",20,"R",4,"R",0,"R",1
141237,42,"R",54,"R",9,"R",20,"R",20,"R",4,"R",0,"R",1
141255, 0,"R",139,"R",0,"R",0,"R",0,"R",139,"R",0,"R",0
141255,10,"R",139,"R",0,"R",0,"R",0,"R",139,"R",0,"R",0
141255,40,"R",139,"R",0,"R",0,"R",0,"R",139,"R",0,"R",0
141255,41,"R",139,"R",0,"R",0,"R",0,"R",139,"R",0,"R",0
141255,45,"R",139,"R",0,"R",0,"R",0,"R",139,"R",0,"R",0
141264, 0,"R",417,"R",124,"R",121,"R",81,"R",40,"R",50,"R",1
141264,10,"R",417,"R",124,"R",121,"R",81,"R",40,"R",50,"R",1
141264,20,"R",241,"R",124,"R",112,"R",5,"R",0,"R",0,"R",0
141264,30,"R",72,"R",0,"R",7,"R",61,"R",4,"R",0,"R",0
141264,40,"R",104,"R",0,"R",2,"R",15,"R",36,"R",50,"R",1
141264,41,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
141264,42,"R",103,"R",0,"R",2,"R",15,"R",36,"R",50,"R",0
141264,45,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
141325, 0,"R",57,"R",22,"R",13,"R",16,"R",5,"R",0,"R",1
141325,10,"R",56,"R",22,"R",13,"R",16,"R",5,"R",0,"R",0
141325,20,"R",29,"R",22,"R",6,"R",1,"R",0,"R",0,"R",0
141325,30,"R",20,"R",0,"R",7,"R",13,"R",0,"R",0,"R",0
141325,40,"R",7,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0
141325,42,"R",7,"R",0,"R",0,"R",2,"R",5,"R",0,"R",0
141325,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
141334, 0,"R",530,"R",118,"R",124,"R",122,"R",97,"R",69,"R",0
141334,10,"R",530,"R",118,"R",124,"R",122,"R",97,"R",69,"R",0
141334,20,"R",233,"R",117,"R",114,"R",2,"R",0,"R",0,"R",0
141334,30,"R",110,"R",1,"R",9,"R",100,"R",0,"R",0,"R",0
141334,40,"R",187,"R",0,"R",1,"R",20,"R",97,"R",69,"R",0
141334,41,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
141334,42,"R",185,"R",0,"R",1,"R",20,"R",95,"R",69,"R",0
141334,45,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
141361, 0,"R",67,"R",9,"R",25,"R",29,"R",4,"R",0,"R",0
141361,10,"R",67,"R",9,"R",25,"R",29,"R",4,"R",0,"R",0
141361,20,"R",34,"R",9,"R",25,"R",0,"R",0,"R",0,"R",0
141361,30,"R",26,"R",0,"R",0,"R",26,"R",0,"R",0,"R",0
141361,40,"R",7,"R",0,"R",0,"R",3,"R",4,"R",0,"R",0
141361,42,"R",7,"R",0,"R",0,"R",3,"R",4,"R",0,"R",0
141486, 0,"R",79,"R",21,"R",23,"R",26,"R",0,"R",9,"R",0
141486,10,"R",79,"R",21,"R",23,"R",26,"R",0,"R",9,"R",0
141486,20,"R",33,"R",21,"R",11,"R",1,"R",0,"R",0,"R",0
141486,30,"R",12,"R",0,"R",1,"R",11,"R",0,"R",0,"R",0
141486,40,"R",34,"R",0,"R",11,"R",14,"R",0,"R",9,"R",0
141486,42,"R",34,"R",0,"R",11,"R",14,"R",0,"R",9,"R",0
141565, 0,"R",206,"R",69,"R",67,"R",41,"R",29,"R",0,"R",0
141565,10,"R",206,"R",69,"R",67,"R",41,"R",29,"R",0,"R",0
141565,20,"R",133,"R",69,"R",63,"R",1,"R",0,"R",0,"R",0
141565,30,"R",44,"R",0,"R",4,"R",40,"R",0,"R",0,"R",0
141565,40,"R",29,"R",0,"R",0,"R",0,"R",29,"R",0,"R",0
141565,41,"R",14,"R",0,"R",0,"R",0,"R",14,"R",0,"R",0
141565,42,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
141565,44,"R",14,"R",0,"R",0,"R",0,"R",14,"R",0,"R",0
141574, 0,"R",1149,"R",443,"R",325,"R",268,"R",113,"R",0,"R",0
141574,10,"R",1149,"R",443,"R",325,"R",268,"R",113,"R",0,"R",0
141574,20,"R",723,"R",429,"R",293,"R",1,"R",0,"R",0,"R",0
141574,30,"R",204,"R",2,"R",8,"R",194,"R",0,"R",0,"R",0
141574,40,"R",222,"R",12,"R",24,"R",73,"R",113,"R",0,"R",0
141574,41,"R",64,"R",0,"R",3,"R",17,"R",44,"R",0,"R",0
141574,42,"R",158,"R",12,"R",21,"R",56,"R",69,"R",0,"R",0
141574,44,"R",64,"R",0,"R",3,"R",17,"R",44,"R",0,"R",0
141644, 0,"R",148,"R",27,"R",48,"R",45,"R",12,"R",16,"R",0
141644,10,"R",148,"R",27,"R",48,"R",45,"R",12,"R",16,"R",0
141644,20,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
141644,40,"R",146,"R",26,"R",47,"R",45,"R",12,"R",16,"R",0
141644,41,"R",132,"R",26,"R",47,"R",45,"R",12,"R",2,"R",0
141644,42,"R",14,"R",0,"R",0,"R",0,"R",0,"R",14,"R",0
141644,44,"R",132,"R",26,"R",47,"R",45,"R",12,"R",2,"R",0
141680, 0,"R",107,"R",25,"R",15,"R",27,"R",40,"R",0,"R",0
141680,10,"R",107,"R",25,"R",15,"R",27,"R",40,"R",0,"R",0
141680,20,"R",61,"R",24,"R",15,"R",22,"R",0,"R",0,"R",0
141680,30,"R",40,"R",0,"R",0,"R",3,"R",37,"R",0,"R",0
141680,40,"R",6,"R",1,"R",0,"R",2,"R",3,"R",0,"R",0
141680,41,"R",3,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0
141680,42,"R",3,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0
141680,44,"R",3,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0
141796, 0,"R",174,"R",48,"R",29,"R",39,"R",58,"R",0,"R",0
141796,10,"R",174,"R",48,"R",29,"R",39,"R",58,"R",0,"R",0
141796,20,"R",109,"R",46,"R",29,"R",34,"R",0,"R",0,"R",0
141796,30,"R",49,"R",0,"R",0,"R",2,"R",47,"R",0,"R",0
141796,40,"R",16,"R",2,"R",0,"R",3,"R",11,"R",0,"R",0
141796,42,"R",16,"R",2,"R",0,"R",3,"R",11,"R",0,"R",0
141802, 0,"R",56,"R",7,"R",6,"R",19,"R",24,"R",0,"R",0
141802,10,"R",56,"R",7,"R",6,"R",19,"R",24,"R",0,"R",0
141802,20,"R",32,"R",7,"R",6,"R",19,"R",0,"R",0,"R",0
141802,30,"R",17,"R",0,"R",0,"R",0,"R",17,"R",0,"R",0
141802,40,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
141802,42,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
141811, 0,"R",159,"R",39,"R",26,"R",48,"R",46,"R",0,"R",0
141811,10,"R",159,"R",39,"R",26,"R",48,"R",46,"R",0,"R",0
141811,20,"R",111,"R",39,"R",26,"R",46,"R",0,"R",0,"R",0
141811,30,"R",43,"R",0,"R",0,"R",1,"R",42,"R",0,"R",0
141811,40,"R",5,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0
141811,42,"R",5,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0
141839, 0,"R",79,"R",9,"R",19,"R",20,"R",31,"R",0,"R",0
141839,10,"R",79,"R",9,"R",19,"R",20,"R",31,"R",0,"R",0
141839,20,"R",48,"R",9,"R",19,"R",20,"R",0,"R",0,"R",0
141839,30,"R",28,"R",0,"R",0,"R",0,"R",28,"R",0,"R",0
141839,40,"R",3,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0
141839,41,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
141839,42,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
141839,44,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
141981, 0,"R",88,"R",26,"R",14,"R",36,"R",12,"R",0,"R",0
141981,10,"R",88,"R",26,"R",14,"R",36,"R",12,"R",0,"R",0
141981,20,"R",37,"R",26,"R",11,"R",0,"R",0,"R",0,"R",0
141981,30,"R",38,"R",0,"R",3,"R",35,"R",0,"R",0,"R",0
141981,40,"R",13,"R",0,"R",0,"R",1,"R",12,"R",0,"R",0
141981,41,"R",8,"R",0,"R",0,"R",1,"R",7,"R",0,"R",0
141981,42,"R",5,"R",0,"R",0,"R",0,"R",5,"R",0,"R",0
141981,44,"R",8,"R",0,"R",0,"R",1,"R",7,"R",0,"R",0
141990, 0,"R",51,"R",14,"R",7,"R",9,"R",21,"R",0,"R",0
141990,10,"R",51,"R",14,"R",7,"R",9,"R",21,"R",0,"R",0
141990,20,"R",29,"R",14,"R",7,"R",8,"R",0,"R",0,"R",0
141990,30,"R",20,"R",0,"R",0,"R",1,"R",19,"R",0,"R",0
141990,40,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
141990,42,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
142054, 0,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
142054,10,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
142054,40,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
142054,41,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
142054,45,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
142090, 0,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
142090,10,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
142090,40,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
142090,41,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
142090,44,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0
142115, 0,"R",769,"R",168,"R",213,"R",216,"R",15,"R",137,"R",20
142115,10,"R",769,"R",168,"R",213,"R",216,"R",15,"R",137,"R",20
142115,20,"R",363,"R",168,"R",193,"R",2,"R",0,"R",0,"R",0
142115,30,"R",163,"R",0,"R",4,"R",159,"R",0,"R",0,"R",0
142115,40,"R",243,"R",0,"R",16,"R",55,"R",15,"R",137,"R",20
142115,42,"R",243,"R",0,"R",16,"R",55,"R",15,"R",137,"R",20
142179, 0,"R",57,"R",0,"R",0,"R",0,"R",54,"R",0,"R",3
142179,10,"R",57,"R",0,"R",0,"R",0,"R",54,"R",0,"R",3
142179,40,"R",57,"R",0,"R",0,"R",0,"R",54,"R",0,"R",3
142179,42,"R",57,"R",0,"R",0,"R",0,"R",54,"R",0,"R",3
142276, 0,"R",593,"R",132,"R",119,"R",181,"R",89,"R",72,"R",0
142276,10,"R",593,"R",132,"R",119,"R",181,"R",89,"R",72,"R",0
142276,20,"R",217,"R",127,"R",90,"R",0,"R",0,"R",0,"R",0
142276,30,"R",97,"R",1,"R",4,"R",92,"R",0,"R",0,"R",0
142276,40,"R",279,"R",4,"R",25,"R",89,"R",89,"R",72,"R",0
142276,42,"R",279,"R",4,"R",25,"R",89,"R",89,"R",72,"R",0
142285, 0,"R",599,"R",182,"R",169,"R",182,"R",52,"R",0,"R",14
142285,10,"R",599,"R",182,"R",169,"R",182,"R",52,"R",0,"R",14
142285,20,"R",322,"R",176,"R",141,"R",1,"R",4,"R",0,"R",0
142285,30,"R",143,"R",0,"R",7,"R",136,"R",0,"R",0,"R",0
142285,40,"R",134,"R",6,"R",21,"R",45,"R",48,"R",0,"R",14
142285,41,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
142285,42,"R",129,"R",6,"R",21,"R",40,"R",48,"R",0,"R",14
142285,44,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"R",0
142294, 0,"R",80,"R",23,"R",18,"R",23,"R",13,"R",0,"R",3
142294,10,"R",80,"R",23,"R",18,"R",23,"R",13,"R",0,"R",3
142294,20,"R",41,"R",23,"R",18,"R",0,"R",0,"R",0,"R",0
142294,30,"R",19,"R",0,"R",0,"R",19,"R",0,"R",0,"R",0
142294,40,"R",20,"R",0,"R",0,"R",4,"R",13,"R",0,"R",3
142294,42,"R",14,"R",0,"R",0,"R",0,"R",11,"R",0,"R",3
142294,43,"R",6,"R",0,"R",0,"R",4,"R",2,"R",0,"R",0
142328, 0,"R",185,"R",47,"R",45,"R",68,"R",25,"R",0,"R",0
142328,10,"R",185,"R",47,"R",45,"R",68,"R",25,"R",0,"R",0
142328,20,"R",76,"R",36,"R",37,"R",3,"R",0,"R",0,"R",0
142328,30,"R",56,"R",1,"R",2,"R",41,"R",12,"R",0,"R",0
142328,40,"R",53,"R",10,"R",6,"R",24,"R",13,"R",0,"R",0
142328,42,"R",53,"R",10,"R",6,"R",24,"R",13,"R",0,"R",0
142443, 0,"R",157,"R",0,"R",100,"R",56,"R",1,"R",0,"R",0
142443,10,"R",157,"R",0,"R",100,"R",56,"R",1,"R",0,"R",0
142443,20,"R",100,"R",0,"R",100,"R",0,"R",0,"R",0,"R",0
142443,30,"R",29,"R",0,"R",0,"R",29,"R",0,"R",0,"R",0
142443,40,"R",28,"R",0,"R",0,"R",27,"R",1,"R",0,"R",0
142443,42,"R",28,"R",0,"R",0,"R",27,"R",1,"R",0,"R",0
142461, 0,"R",95,"R",33,"R",30,"R",31,"R",0,"R",0,"R",1
142461,10,"R",94,"R",33,"R",30,"R",31,"R",0,"R",0,"R",0
142461,20,"R",47,"R",31,"R",15,"R",1,"R",0,"R",0,"R",0
142461,30,"R",35,"R",2,"R",9,"R",24,"R",0,"R",0,"R",0
142461,40,"R",12,"R",0,"R",6,"R",6,"R",0,"R",0,"R",0
142461,42,"R",12,"R",0,"R",6,"R",6,"R",0,"R",0,"R",0
142461,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
142522, 0,"R",576,"R",0,"R",0,"R",0,"R",0,"R",0,"R",576
142522,50,"R",576,"R",0,"R",0,"R",0,"R",0,"R",0,"R",576
142559, 0,"R",136,"R",49,"R",26,"R",26,"R",35,"R",0,"R",0
142559,10,"R",136,"R",49,"R",26,"R",26,"R",35,"R",0,"R",0
142559,40,"R",136,"R",49,"R",26,"R",26,"R",35,"R",0,"R",0
142559,42,"R",136,"R",49,"R",26,"R",26,"R",35,"R",0,"R",0
142832, 0,"R",70,"R",15,"R",20,"R",33,"R",2,"R",0,"R",0
142832,10,"R",70,"R",15,"R",20,"R",33,"R",2,"R",0,"R",0
142832,40,"R",70,"R",15,"R",20,"R",33,"R",2,"R",0,"R",0
142832,41,"R",62,"R",15,"R",17,"R",30,"R",0,"R",0,"R",0
142832,42,"R",8,"R",0,"R",3,"R",3,"R",2,"R",0,"R",0
142832,44,"R",62,"R",15,"R",17,"R",30,"R",0,"R",0,"R",0
142887, 0,"R",21,"R",0,"R",0,"R",0,"R",21,"R",0,"R",0
142887,10,"R",21,"R",0,"R",0,"R",0,"R",21,"R",0,"R",0
142887,40,"R",21,"R",0,"R",0,"R",0,"R",21,"R",0,"R",0
142887,42,"R",11,"R",0,"R",0,"R",0,"R",11,"R",0,"R",0
142887,43,"R",10,"R",0,"R",0,"R",0,"R",10,"R",0,"R",0
143048, 0,"R",174,"R",55,"R",70,"R",43,"R",0,"R",0,"R",6
143048,10,"R",174,"R",55,"R",70,"R",43,"R",0,"R",0,"R",6
143048,20,"R",123,"R",55,"R",68,"R",0,"R",0,"R",0,"R",0
143048,30,"R",45,"R",0,"R",2,"R",43,"R",0,"R",0,"R",0
143048,40,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
143048,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
143084, 0,"R",195,"R",61,"R",47,"R",36,"R",44,"R",7,"R",0
143084,10,"R",195,"R",61,"R",47,"R",36,"R",44,"R",7,"R",0
143084,20,"R",108,"R",61,"R",47,"R",0,"R",0,"R",0,"R",0
143084,30,"R",36,"R",0,"R",0,"R",36,"R",0,"R",0,"R",0
143084,40,"R",51,"R",0,"R",0,"R",0,"R",44,"R",7,"R",0
143084,42,"R",51,"R",0,"R",0,"R",0,"R",44,"R",7,"R",0
143118, 0,"R",141,"R",25,"R",40,"R",74,"R",0,"R",0,"R",2
143118,10,"R",139,"R",25,"R",40,"R",74,"R",0,"R",0,"R",0
143118,20,"R",52,"R",20,"R",32,"R",0,"R",0,"R",0,"R",0
143118,30,"R",36,"R",1,"R",0,"R",35,"R",0,"R",0,"R",0
143118,40,"R",51,"R",4,"R",8,"R",39,"R",0,"R",0,"R",0
143118,41,"R",16,"R",2,"R",8,"R",6,"R",0,"R",0,"R",0
143118,42,"R",35,"R",2,"R",0,"R",33,"R",0,"R",0,"R",0
143118,44,"R",16,"R",2,"R",8,"R",6,"R",0,"R",0,"R",0
143118,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
143215, 0,"R",141,"R",19,"R",38,"R",68,"R",15,"R",0,"R",1
143215,10,"R",141,"R",19,"R",38,"R",68,"R",15,"R",0,"R",1
143215,20,"R",126,"R",19,"R",37,"R",62,"R",7,"R",0,"R",1
143215,30,"R",15,"R",0,"R",1,"R",6,"R",8,"R",0,"R",0
143233, 0,"R",7,"R",5,"R",1,"R",1,"R",0,"R",0,"R",0
143233,10,"R",7,"R",5,"R",1,"R",1,"R",0,"R",0,"R",0
143233,20,"R",6,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0
143233,30,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0
143279, 0,"R",101,"R",45,"R",14,"R",22,"R",20,"R",0,"R",0
143279,10,"R",101,"R",45,"R",14,"R",22,"R",20,"R",0,"R",0
143279,20,"R",85,"R",45,"R",14,"R",22,"R",4,"R",0,"R",0
143279,30,"R",9,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0
143279,40,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
143279,42,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
143288, 0,"R",38,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0
143288,10,"R",38,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0
143288,20,"R",24,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0
143288,30,"R",14,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0
143297, 0,"R",31,"R",2,"R",4,"R",13,"R",9,"R",0,"R",3
143297,10,"R",31,"R",2,"R",4,"R",13,"R",9,"R",0,"R",3
143297,40,"R",31,"R",2,"R",4,"R",13,"R",9,"R",0,"R",3
143297,42,"R",31,"R",2,"R",4,"R",13,"R",9,"R",0,"R",3
143358, 0,"R",348,"R",83,"R",100,"R",111,"R",38,"R",15,"R",1
143358,10,"R",348,"R",83,"R",100,"R",111,"R",38,"R",15,"R",1
143358,20,"R",199,"R",82,"R",99,"R",12,"R",0,"R",6,"R",0
143358,30,"R",75,"R",1,"R",1,"R",68,"R",0,"R",5,"R",0
143358,40,"R",74,"R",0,"R",0,"R",31,"R",38,"R",4,"R",1
143358,42,"R",74,"R",0,"R",0,"R",31,"R",38,"R",4,"R",1
143613, 0,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
143613,10,"R",37,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37
143613,20,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
143613,30,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
143613,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
143613,43,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
143659, 0,"R",28,"R",14,"R",7,"R",7,"R",0,"R",0,"R",0
143659,10,"R",28,"R",14,"R",7,"R",7,"R",0,"R",0,"R",0
143659,20,"R",17,"R",12,"R",5,"R",0,"R",0,"R",0,"R",0
143659,30,"R",11,"R",2,"R",2,"R",7,"R",0,"R",0,"R",0
143853, 0,"R",208,"R",33,"R",54,"R",109,"R",6,"R",0,"R",6
143853,10,"R",202,"R",33,"R",54,"R",109,"R",6,"R",0,"R",0
143853,20,"R",68,"R",29,"R",37,"R",2,"R",0,"R",0,"R",0
143853,30,"R",37,"R",2,"R",5,"R",30,"R",0,"R",0,"R",0
143853,40,"R",97,"R",2,"R",12,"R",77,"R",6,"R",0,"R",0
143853,41,"R",97,"R",2,"R",12,"R",77,"R",6,"R",0,"R",0
143853,44,"R",97,"R",2,"R",12,"R",77,"R",6,"R",0,"R",0
143853,50,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
143978, 0,"R",92,"R",15,"R",48,"R",28,"R",1,"R",0,"R",0
143978,10,"R",92,"R",15,"R",48,"R",28,"R",1,"R",0,"R",0
143978,40,"R",92,"R",15,"R",48,"R",28,"R",1,"R",0,"R",0
143978,41,"R",79,"R",14,"R",45,"R",20,"R",0,"R",0,"R",0
143978,42,"R",13,"R",1,"R",3,"R",8,"R",1,"R",0,"R",0
143978,44,"R",79,"R",14,"R",45,"R",20,"R",0,"R",0,"R",0
144005, 0,"R",192,"R",44,"R",60,"R",45,"R",0,"R",43,"R",0
144005,10,"R",192,"R",44,"R",60,"R",45,"R",0,"R",43,"R",0
144005,20,"R",89,"R",44,"R",42,"R",3,"R",0,"R",0,"R",0
144005,30,"R",14,"R",0,"R",10,"R",4,"R",0,"R",0,"R",0
144005,40,"R",89,"R",0,"R",8,"R",38,"R",0,"R",43,"R",0
144005,42,"R",89,"R",0,"R",8,"R",38,"R",0,"R",43,"R",0
144014, 0,"R",10,"R",2,"R",6,"R",2,"R",0,"R",0,"R",0
144014,10,"R",10,"R",2,"R",6,"R",2,"R",0,"R",0,"R",0
144014,20,"R",8,"R",2,"R",6,"R",0,"R",0,"R",0,"R",0
144014,30,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
144050, 0,"R",2271,"R",873,"R",425,"R",608,"R",94,"R",197,"R",74
144050,10,"R",2271,"R",873,"R",425,"R",608,"R",94,"R",197,"R",74
144050,20,"R",858,"R",659,"R",199,"R",0,"R",0,"R",0,"R",0
144050,30,"R",279,"R",3,"R",32,"R",244,"R",0,"R",0,"R",0
144050,40,"R",1134,"R",211,"R",194,"R",364,"R",94,"R",197,"R",74
144050,41,"R",1025,"R",199,"R",187,"R",353,"R",61,"R",161,"R",64
144050,42,"R",88,"R",5,"R",2,"R",6,"R",32,"R",33,"R",10
144050,43,"R",21,"R",7,"R",5,"R",5,"R",1,"R",3,"R",0
144050,44,"R",989,"R",195,"R",187,"R",353,"R",61,"R",129,"R",64
144050,45,"R",36,"R",4,"R",0,"R",0,"R",0,"R",32,"R",0
144157, 0,"R",65,"R",5,"R",6,"R",19,"R",25,"R",0,"R",10
144157,10,"R",65,"R",5,"R",6,"R",19,"R",25,"R",0,"R",10
144157,20,"R",54,"R",5,"R",6,"R",19,"R",24,"R",0,"R",0
144157,30,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
144157,40,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
144157,42,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
144166, 0,"R",109,"R",2,"R",10,"R",31,"R",66,"R",0,"R",0
144166,10,"R",109,"R",2,"R",10,"R",31,"R",66,"R",0,"R",0
144166,20,"R",94,"R",2,"R",10,"R",31,"R",51,"R",0,"R",0
144166,30,"R",15,"R",0,"R",0,"R",0,"R",15,"R",0,"R",0
144175, 0,"R",46,"R",1,"R",9,"R",17,"R",19,"R",0,"R",0
144175,10,"R",46,"R",1,"R",9,"R",17,"R",19,"R",0,"R",0
144175,20,"R",44,"R",1,"R",9,"R",17,"R",17,"R",0,"R",0
144175,30,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
144184, 0,"R",64,"R",5,"R",12,"R",12,"R",32,"R",0,"R",3
144184,10,"R",64,"R",5,"R",12,"R",12,"R",32,"R",0,"R",3
144184,20,"R",54,"R",5,"R",12,"R",12,"R",25,"R",0,"R",0
144184,30,"R",7,"R",0,"R",0,"R",0,"R",7,"R",0,"R",0
144184,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
144184,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
144193, 0,"R",53,"R",5,"R",9,"R",16,"R",23,"R",0,"R",0
144193,10,"R",53,"R",5,"R",9,"R",16,"R",23,"R",0,"R",0
144193,20,"R",51,"R",5,"R",9,"R",16,"R",21,"R",0,"R",0
144193,30,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0
144209, 0,"R",105,"R",10,"R",31,"R",37,"R",27,"R",0,"R",0
144209,10,"R",105,"R",10,"R",31,"R",37,"R",27,"R",0,"R",0
144209,20,"R",103,"R",10,"R",31,"R",37,"R",25,"R",0,"R",0
